id,type,room,room_name,object,dutch,en
msg:282,message,0,Eigen huis,,"De deur staat ver genoeg open om erdoor te kunnen.
(Je kan door de deur lopen door GA DEUR in te toetsen)","The door is open far enough to get through.
(You can walk through the door by typing GO DOOR)"
msg:283,message,31,Wenteltrap,,"In de deur staat ""DIT IS SESAM"" gebrand.","Branded into the door it reads ""THIS IS SESAME""."
verb:GA,verb,any,actie: ga,,ga,go
verb:BETRE,verb,any,actie: ga,,betreed,enter
verb:KRUIP,verb,any,actie: ga,,kruip,crawl
verb:LOOP,verb,any,actie: ga,,loop,walk
verb:KLIM,verb,any,actie: ga,,klim,climb
verb:VOLG,verb,any,actie: ga,,volg,follow
verb:KIJK,verb,any,actie: kijk,,kijk,look
verb:K,verb,any,actie: kijk,,k,l
verb:BEKIJ,verb,any,actie: bekijk,,bekijk,examine
verb:BESCHRIJF,verb,any,actie: bekijk,,beschrijf,describe
verb:ONDER,verb,any,actie: bekijk,,onderzoek,inspect
verb:PAK,verb,any,actie: pak,,pak,take
verb:GRIJP,verb,any,actie: pak,,grijp,grab
verb:NEEM,verb,any,actie: pak,,neem,get
verb:RAAP,verb,any,actie: pak,,raap,fetch
verb:LEG,verb,any,actie: leg,,leg,drop
verb:ZET,verb,any,actie: leg,,zet,put
verb:DROP,verb,any,actie: leg,,drop,lay
verb:GOOI,verb,any,actie: gooi,,gooi,throw
verb:WERP,verb,any,actie: gooi,,werp,hurl
verb:SHOW,verb,any,actie: toon,,show,show
verb:TOON,verb,any,actie: toon,,toon,display
verb:HOUDT,verb,any,actie: toon,,houdt,hold
verb:GEEF,verb,any,actie: geef,,geef,give
verb:SCHIJ,verb,any,actie: schijn,,schijn,shine
verb:BESCHIJN,verb,any,actie: schijn,,beschijn,illuminate
verb:SLAAP,verb,any,actie: slaap,,slaap,sleep
verb:DOOD,verb,any,actie: dood,,dood,kill
verb:VERMO,verb,any,actie: dood,,vermoord,murder
verb:LIQUI,verb,any,actie: dood,,liquideer,liquidate
verb:SLA,verb,any,actie: sla,,sla,hit
verb:STOMP,verb,any,actie: sla,,stomp,punch
verb:SCHOP,verb,any,actie: sla,,schop,kick
verb:TRAP,verb,any,actie: sla,,trap,stomp
verb:HAK,verb,any,actie: hak,,hak,chop
verb:KAP,verb,any,actie: hak,,kap,hew
verb:VRAAG,verb,any,actie: vraag,,vraag,ask
verb:PAS,verb,any,actie: pas,,pas,fit
verb:DRAAG,verb,any,actie: draag,,draag,wear
verb:FOUT,verb,any,actie: bug,,fout,fault
verb:BUG,verb,any,actie: bug,,bug,bug
verb:COMMA,verb,any,actie: commentaar,,comma,comment
verb:KOMMA,verb,any,actie: commentaar,,komma,remark
verb:BREEK,verb,any,actie: breek,,breek,break
verb:SCHEU,verb,any,actie: breek,,scheur,tear
verb:VERNI,verb,any,actie: breek,,vernietig,destroy
verb:GRAAF,verb,any,actie: graaf,,graaf,dig
verb:SCHEP,verb,any,actie: graaf,,schep,scoop
verb:SPRIN,verb,any,actie: spring,,spring,jump
verb:DRUK,verb,any,actie: duw,,druk,press
verb:DUW,verb,any,actie: duw,,duw,push
verb:BLAAS,verb,any,actie: blaas,,blaas,blow
verb:GIL,verb,any,actie: gil,,gil,scream
verb:ROEP,verb,any,actie: gil,,roep,shout
verb:SCHRE,verb,any,actie: gil,,schreeuw,yell
verb:BRUL,verb,any,actie: gil,,brul,roar
verb:GODVE,verb,any,actie: vloek,,godverdomme,goddammit
verb:SHIT,verb,any,actie: vloek,,shit,shit
verb:KUT,verb,any,actie: vloek,,kut,bollocks
verb:KLOOT,verb,any,actie: vloek,,klootzak,bastard
verb:KANKE,verb,any,actie: vloek,,kanker,damn
verb:GOD,verb,any,actie: vloek,,god,god
verb:FUCK,verb,any,actie: vloek,,fuck,fuck
verb:GEDVE,verb,any,actie: vloek,,gedverdomme,blast
verb:SLUIT,verb,any,actie: sluit,,sluit,close
verb:TIL,verb,any,actie: til,,til,lift
verb:TREK,verb,any,actie: trek,,trek,pull
verb:OPEN,verb,any,actie: open,,open,open
verb:SAVE,verb,any,actie: bewaar,,save,save
verb:BEWAA,verb,any,actie: bewaar,,bewaar,store
verb:SPEL,verb,any,actie: bewaar,,spel,game
verb:LOAD,verb,any,actie: laad,,load,load
verb:LAAD,verb,any,actie: laad,,laad,reload
verb:QUIT,verb,any,actie: stop,,quit,quit
verb:EIND,verb,any,actie: stop,,einde,end
verb:STOP,verb,any,actie: stop,,stop,stop
verb:HOU,verb,any,actie: stop,,hou,halt
verb:OP,verb,any,actie: stop,,op,abort
verb:WACHT,verb,any,actie: wacht,,wacht,wait
verb:RUST,verb,any,actie: wacht,,rust,rest
verb:BEVES,verb,any,actie: bevestig,,bevestig,attach
verb:HANG,verb,any,actie: hang,,hang,hang
verb:KNOOP,verb,any,actie: knoop,,knoop,tie
verb:ZEG,verb,any,actie: zeg,,zeg,say
verb:HELP,verb,any,actie: help,,help,help
verb:HULP,verb,any,actie: help,,hulp,aid
verb:LIJST,verb,any,actie: inventaris,,lijst,items
verb:INVEN,verb,any,actie: inventaris,,inventaris,inventory
verb:I,verb,any,actie: inventaris,,i,i
verb:LEES,verb,any,actie: lees,,lees,read
verb:SESAM,verb,any,actie: sesam,,sesam,sesame
verb:HOKUS,verb,any,actie: sesam,,hokus,hocus
verb:HOCUS,verb,any,actie: sesam,,hocus,pocus
verb:VUL,verb,any,actie: vul,,vul,fill
verb:EET,verb,any,actie: eet,,eet,eat
verb:DRINK,verb,any,actie: drink,,drink,drink
verb:SNIJ,verb,any,actie: snij,,snijd,cut
verb:KOOP,verb,any,actie: koop,,koop,buy
verb:LUIST,verb,any,actie: luister,,luister,listen
verb:STA,verb,any,actie: sta,,sta,stand
verb:/,verb,any,actie: tester,,/,/
dir:NOOR,verb,any,richting,,noord,north
dir:N,verb,any,richting,,n,n
dir:ZUID,verb,any,richting,,zuid,south
dir:Z,verb,any,richting,,z,s
dir:OOST,verb,any,richting,,oost,east
dir:O,verb,any,richting,,o,e
dir:WEST,verb,any,richting,,west,west
dir:W,verb,any,richting,,w,w
dir:OMHO,verb,any,richting,,omhoog,up
dir:HOOG,verb,any,richting,,hoog,up
dir:H,verb,any,richting,,h,u
dir:OMLA,verb,any,richting,,omlaag,down
dir:LAAG,verb,any,richting,,laag,down
dir:L,verb,any,richting,,l,d
dir:ERUI,verb,any,richting,,eruit,out
dir:UIT,verb,any,richting,,uit,out
dir:E,verb,any,richting,,e,o
noun:ALLE,noun,any,omgeving/voorwerp,,alles,all
noun:DEUR,noun,any,omgeving/voorwerp,,deur,door
noun:LUIK,noun,any,omgeving/voorwerp,,luik,hatch
noun:RAAM,noun,any,omgeving/voorwerp,,raam,window
noun:HEK,noun,any,omgeving/voorwerp,,hek,gate
noun:GAT,noun,any,omgeving/voorwerp,,gat,hole
noun:STEE,noun,any,omgeving/voorwerp,,steen,stone
noun:BOOM,noun,any,omgeving/voorwerp,,boom,tree
noun:GRON,noun,any,omgeving/voorwerp,,grond,ground
noun:ZAND,noun,any,omgeving/voorwerp,,zand,sand
noun:STOF,noun,any,omgeving/voorwerp,,stof,dust
noun:BLOE,noun,any,omgeving/voorwerp,,bloed,blood
noun:VLEK,noun,any,omgeving/voorwerp,,vlek,stain
noun:VOET,noun,any,omgeving/voorwerp,,voetstappen,footprints
noun:SPOR,noun,any,omgeving/voorwerp,,sporen,tracks
noun:CIRK,noun,any,omgeving/voorwerp,,cirkel,circle
noun:VIZI,noun,any,omgeving/voorwerp,,vizier,visor
noun:TEKS,noun,any,omgeving/voorwerp,,tekst,text
noun:INSC,noun,any,omgeving/voorwerp,,inscriptie,inscription
noun:VREE,noun,any,omgeving/voorwerp,,vreemde,strange
noun:TORE,noun,any,omgeving/voorwerp,,toren,tower
noun:EETK,noun,any,omgeving/voorwerp,,eetkamer,dining
noun:ROOS,noun,any,omgeving/voorwerp,,rooster,grating
noun:SESA,noun,any,omgeving/voorwerp,,sesam,sesame
noun:BED,noun,any,omgeving/voorwerp,,bed,bed
noun:SLAP,noun,any,omgeving/voorwerp,,slapen,sleep
noun:SLAA,noun,any,omgeving/voorwerp,,slaapkamer,bedroom
noun:ZITT,noun,any,omgeving/voorwerp,,zitten,sit
noun:KAST,noun,any,omgeving/voorwerp,,kasteel,castle
noun:TRAP,noun,any,omgeving/voorwerp,,trap,steps
noun:ZOLD,noun,any,omgeving/voorwerp,,zolder,attic
noun:BRON,noun,any,omgeving/voorwerp,,bron,well
noun:WAAR,noun,any,omgeving/voorwerp,,waard,innkeeper
noun:MAN,noun,any,omgeving/voorwerp,,man,man
noun:HAL,noun,any,omgeving/voorwerp,,hal,hall
noun:VUUR,noun,any,omgeving/voorwerp,,vuur,fire
noun:UIT,noun,any,omgeving/voorwerp,,uit,off
noun:PIN,noun,any,omgeving/voorwerp,,pin,stake
noun:DRAC,noun,any,omgeving/voorwerp,,dracula,dracula
noun:DOOD,noun,any,omgeving/voorwerp,,doodskist,coffin
noun:KIST,noun,any,omgeving/voorwerp,,kist,chest
noun:SCHA,noun,any,omgeving/voorwerp,,schat,treasure
noun:LADD,noun,any,omgeving/voorwerp,,ladder,ladder
noun:MUNT,noun,any,omgeving/voorwerp,,munt,coin
noun:FLES,noun,any,omgeving/voorwerp,,fles,bottle
noun:BOEK,noun,any,omgeving/voorwerp,,boek,book
noun:KNOF,noun,any,omgeving/voorwerp,,knoflook,garlic
noun:TOUW,noun,any,omgeving/voorwerp,,touw,rope
noun:HARN,noun,any,omgeving/voorwerp,,harnas,armour
noun:DOOS,noun,any,omgeving/voorwerp,,doos,box
noun:TAK,noun,any,omgeving/voorwerp,,tak,branch
noun:HOUT,noun,any,omgeving/voorwerp,,hout,wood
noun:KRUI,noun,any,omgeving/voorwerp,,kruis,cross
noun:BROO,noun,any,omgeving/voorwerp,,brood,bread
noun:WATE,noun,any,omgeving/voorwerp,,water,water
noun:MELK,noun,any,omgeving/voorwerp,,melk,milk
noun:WIG,noun,any,omgeving/voorwerp,,wig,wedge
noun:KAPM,noun,any,omgeving/voorwerp,,kapmes,machete
noun:BIJL,noun,any,omgeving/voorwerp,,bijl,axe
noun:SCHE,noun,any,omgeving/voorwerp,,scherven,shards
noun:BRIE,noun,any,omgeving/voorwerp,,briefje,note
noun:SPIN,noun,any,omgeving/voorwerp,,spin,spider
noun:KRUISS,noun,any,omgeving/voorwerp,,kruisspin,webspider
noun:HERB,noun,any,omgeving/voorwerp,,herberg,inn
noun:HUIS,noun,any,omgeving/voorwerp,,huis,house
noun:POOR,noun,any,omgeving/voorwerp,,poort,archway
noun:GANG,noun,any,omgeving/voorwerp,,gang,passage
noun:RUIM,noun,any,omgeving/voorwerp,,ruimte,space
noun:UITG,noun,any,omgeving/voorwerp,,uitgang,exit
noun:LINK,noun,any,omgeving/voorwerp,,links,left
noun:PAD,noun,any,omgeving/voorwerp,,pad,path
noun:BINN,noun,any,omgeving/voorwerp,,binnenplaats,courtyard
noun:KERK,noun,any,omgeving/voorwerp,,kerkhof,graveyard
noun:STAA,noun,any,omgeving/voorwerp,,staan,stand
room:0,room-text,0,Eigen huis,,"Je bent nu in je eigen huis. Er is een slaapkamer op het zuiden
en een kleine hal oostelijk. Er is een deur die naar het westen leidt. De
deur staat op een kier en een gure wind blaast zand en stof naar binnen.
Door een raam kan je een bos zien.","You are now in your own house. There is a bedroom to the south
and a small hall to the east. There is a door leading to the west. The
door is ajar and a bleak wind blows sand and dust inside.
Through a window you can see a forest."
room:1,room-text,1,Slaapkamer,,"Je bent nu in de slaapkamer. De enige uitgang is naar het
noorden, waar een rommelige kamer te zien is. Het is vrij donker
hier, maar door een klein raampje valt net voldoende licht binnen
om te kunnen zien.","You are now in the bedroom. The only exit is to the
north, where a cluttered room can be seen. It's fairly dark
here, but through a small window just enough light comes in
to see by."
room:2,room-text,2,Hal,,"Je staat nu in een kleine hal met een laag plafond. Er is een westelijke
uitgang, waarachter een rommelige en stoffige ruimte te zien is. In een
hoek staat een zware kist. Precies in het midden van de hal is de
houten vloer geschroeid in de vorm van een cirkel.","You are now standing in a small hall with a low ceiling. There is a western
exit, behind which a cluttered and dusty room can be seen. In a
corner stands a heavy chest. Right in the middle of the hall the
wooden floor is scorched in the shape of a circle."
room:3,room-text,3,Zolder (huis),,"Je bent nu op een zolder. Er is een gat in de vloer,
waaruit de punt van een ladder steekt. Je zou via
deze ladder naar beneden kunnen.","You are now in an attic. There is a hole in the floor,
out of which the tip of a ladder sticks. You could go
down by way of this ladder."
room:4,room-text,4,Kelder,,"Je bent nu in een vochtige kelder. Het plafond
is hier zo laag dat je niet rechtop kunt staan.
Er zit een nauw gat in het plafond waardoor
je omhoog zou kunnen klimmen. De wanden lijken van
graniet, maar naar het noorden is de wand erg
zanderig. Je staat tot aan je enkels in modderig
water.","You are now in a damp cellar. The ceiling
is so low here that you can't stand upright.
There is a narrow hole in the ceiling through which
you could climb up. The walls seem to be of
granite, but to the north the wall is very
sandy. You stand up to your ankles in muddy
water."
room:5,room-text,5,Zandtunnel,,"Je kruipt nu in een nauwe zandtunnel. De tunnel
loopt naar het zuiden, waar een flauw lichtschijnsel
te zien is. De grond is erg zacht, zodat je in
alle richtingen een gang zou kunnen graven. Het
water staat hier ongeveer een decimeter hoog. Naar
beneden graven is dus niet mogelijk.","You are now crawling in a narrow sand tunnel. The tunnel
runs to the south, where a faint glimmer of light
can be seen. The ground is very soft, so that you could
dig a passage in any direction. The water
here stands about a decimetre deep. Digging
downward is therefore not possible."
room:6,room-text,6,Achter het huis,,"Je bent nu achter het huis. Er is een raampje
waardoor je het huis in kunt. Een donker woud strekt
zich naar alle kanten uit.","You are now behind the house. There is a small window
through which you can get into the house. A dark forest stretches
out on all sides."
room:7,room-text,7,Donker woud,,"Je bent nu in een donker woud. Overal om je heen
zie je bomen.","You are now in a dark forest. All around you
you see trees."
room:8,room-text,8,Donker woud,,"Je bent nu in een donker woud. Overal om je heen
zie je bomen.","You are now in a dark forest. All around you
you see trees."
room:9,room-text,9,Donker woud,,"Je bent nu in een donker woud. Overal om je heen
zie je bomen.","You are now in a dark forest. All around you
you see trees."
room:10,room-text,10,Donker woud,,"Je bent nu in een donker woud. Overal om je heen
zie je bomen.","You are now in a dark forest. All around you
you see trees."
room:11,room-text,11,Dorpsstraat,,"Je bent nu in de dorpsstraat van het dorp. Ver
naar het noorden kan je het kasteel van Lord Dracula
zien. Voor je is de herberg, terwijl links een klein
huisje staat. Een groot woud ligt zuidelijk van het
dorp.","You are now in the main street of the village. Far
to the north you can see the castle of Lord Dracula.
Before you is the inn, while to the left stands a small
house. A large forest lies to the south of the
village."
room:12,room-text,12,Herberg,,"Je bent nu in de herberg de zwarte hand. Er zitten mensen
aan een tafel te praten, terwijl de waard achter de
toonbank staat. Via een deur kan je uit de herberg komen.","You are now in the inn 'the black hand'. People sit
at a table talking, while the innkeeper stands behind the
counter. Through a door you can get out of the inn."
room:13,room-text,13,Herberg (tafel),,"Je zit nu aan een tafel in de herberg. Er zitten verschillende
mensen om je heen te praten. Een persoon kijkt angstig voor zich uit.","You are now sitting at a table in the inn. Various
people sit around you talking. One person stares ahead anxiously."
room:14,room-text,14,Zolder (herberg),,"Je bent nu op de donkere zolder van de herberg. Via
een trap kan je naar beneden. Er hangt een sterke geur,
alsof hier een lijk enige maanden heeft liggen rotten.
De vloer is vol bloedvlekken. Er is echter geen lijk
te zien. Een vreemd gevormde steen is in de
muur gemetseld.","You are now in the dark attic of the inn. By way of
a staircase you can go down. There hangs a strong smell,
as if a corpse has lain rotting here for some months.
The floor is covered in bloodstains. There is, however, no corpse
to be seen. A strangely shaped stone is set into the
wall."
room:15,room-text,15,Bos (open plek),,"Je bent nu in een open gedeelte van het bos. Je hoort water
spatten in het oosten, waar je tussen de bomen door een
bron kunt zien. De grond heeft een vreemde trilling.","You are now in an open part of the forest. You hear water
splashing to the east, where between the trees you can see a
well. The ground has a strange vibration."
room:16,room-text,16,Heuvel,,"Je bent nu op de top van een kleine heuvel
midden in het bos. In de verte boven de boomtoppen
kan je een toren van een kasteel zien. Enige tientallen
kilometers verder kan je de huizen van een stadje zien.","You are now on top of a small hill
in the middle of the forest. In the distance above the treetops
you can see a tower of a castle. Some tens of
kilometres further you can see the houses of a small town."
room:17,room-text,17,Donker woud (boom),,"Je bent nu in een donker woud. Hoog in een zware
eikenboom is een kleine hut gebouwd. De takken van
de boom hangen laag genoeg om erin te kunnen klimmen.
Er zijn vele voetstappen in de grond te zien.","You are now in a dark forest. High in a heavy
oak tree a small hut has been built. The branches of
the tree hang low enough to climb into it.
Many footprints can be seen in the ground."
room:18,room-text,18,Boomhut,,"Je bent nu in een kleine hut bovenin een boom. Een van de
planken, waaruit de vloer is opgebouwd, is afgebroken,
zodat je daardoor naar beneden kunt. Je hebt van hier uit een
prachtig uitzicht over het uitgestrekte bos. In de verte kan je
het dorpje met de herberg zien. Een smal pad vanuit het dorp
slingert het bos in. Ver links van het dorp kan je het kasteel
van Lord Dracula zien. Door een vreemd schijnsel ziet het kasteel
er spookachtig uit. Een smal pad loopt de heuvel op naar de ingang
van het kasteel. Verder is de wand rondom het kasteel zo
steil, dat het pad in feite de enige ingang vormt.","You are now in a small hut high up in a tree. One of the
planks that make up the floor has broken off,
so that you can go down through it. From here you have a
magnificent view over the vast forest. In the distance you can
see the little village with the inn. A narrow path from the village
winds into the forest. Far to the left of the village you can see the castle
of Lord Dracula. By some strange glow the castle looks
ghostly. A narrow path runs up the hill to the entrance
of the castle. Otherwise the wall around the castle is so
steep that the path is in fact the only entrance."
room:19,room-text,19,Bospad,,"Je loopt nu op een lang pad in het bos. Het pad loopt
verder tot aan het kasteel op de heuvel. Het dorp
ligt beneden. Wanneer je het pad niet volgt kom je
in het woud terecht.","You are now walking on a long path in the forest. The path runs
on up to the castle on the hill. The village
lies below. If you don't follow the path you end up
in the woods."
room:20,room-text,20,Kasteel (ingang),,"Je staat nu voor de ingang van het kasteel. Een pad slingert
de heuvel af en verdwijnt dan in het dichte bos.
Boven de ingang staat een tekst met grote letters
in de grove stenen gekrast.","You are now standing before the entrance of the castle. A path winds
down the hill and then vanishes into the dense forest.
Above the entrance a text is scratched in large letters
into the coarse stones."
room:21,room-text,21,Kasteelhal,,"Je bent nu in een immense hal van het kasteel. Een brede trap loopt
naar boven. Onder de trap is een kleine deur naar het noorden,
Het is alsof er iemand aanwezig is, je ziet echter niemand.
","You are now in an immense hall of the castle. A broad staircase runs
upward. Under the stairs is a small door to the north.
It's as if someone is present, yet you see no one."
room:22,room-text,22,Lange gang,,"Je bent nu in een lange gang. Met veel moeite kan je een zeer nauwe
gang zuidwaarts zien. Voor je is een deur met daarop een
bordje 'SLAAPKAMER 2'. De gang loopt oost/west.","You are now in a long corridor. With great effort you can make out a very
narrow passage to the south. Before you is a door with a
sign 'BEDROOM 2' on it. The corridor runs east/west."
room:23,room-text,23,Kasteelslaapkamer,,"Je bent in een slaapkamer van het kasteel. De wanden van deze kamer
zijn prachtig bewerkt met groen/bruine verf in een soort
oosters patroon. Naar het zuiden is een deur, waarachter
een balkon te zien is.","You are in a bedroom of the castle. The walls of this room
are beautifully worked with green/brown paint in a kind of
oriental pattern. To the south is a door, behind which
a balcony can be seen."
room:24,room-text,24,Kasteelslaapkamer 2,,"Je bent nu in een slaapkamer van het kasteel. De kamer is
op een deur na geheel afgesloten. Achterop de deur hangt
een bordje met 'SLAAPKAMER 2'. Er is hier een gedoofde haard
met een schoorsteen. Het is hier zeer stoffig en droog,
waarschijnlijk vanwege het roet, dat hier in dikke lagen
overal op zit.","You are now in a bedroom of the castle. The room is
completely sealed except for one door. On the back of the door hangs
a sign reading 'BEDROOM 2'. There is a cold hearth
with a chimney here. It's very dusty and dry here,
probably because of the soot, which lies in thick layers
on everything here."
room:25,room-text,25,Balkon,,"Je bent nu op een breed balkon. Via een deur kan je
naar een noordelijk gelegen kamer toe. Als je over de
rand kijkt kan je ver beneden een rand zien die langs
het kasteel loopt. Naast de rand is een afgrond, het bos
is nog veel lager. Je hebt een prachtig uitzicht over het
woud en de omgeving. Het dorp is van hieruit niet te zien.
","You are now on a wide balcony. Through a door you can
get to a room to the north. If you look over the
edge you can see, far below, a ledge that runs along
the castle. Beside the ledge is a chasm; the forest
is far lower still. You have a magnificent view over the
woods and the surroundings. The village can't be seen from here."
room:26,room-text,26,Smalle rand,,"Je staat nu op een smalle rand, die langs het kasteel loopt.
De rand wordt echter naar beide zijden zo smal, dat een doortocht
niet mogelijk is. De heuvel loopt hier zeer steil naar beneden het bos in.
Afdaling is hier waarschijnlijk niet mogelijk. Er staan diepe sporen
die de heuvel af leiden.","You are now standing on a narrow ledge that runs along the castle.
The ledge, however, becomes so narrow on both sides that passage
is not possible. The hill here slopes very steeply down into the forest.
Descent here is probably not possible. There are deep tracks
leading down the hill."
room:27,room-text,27,Eetkamer,,"Je bent nu in een grote eetkamer. Hier staat een zeer lange lege
tafel. Over de vloer liggen etensresten. Een deur vormt de
enige uitgang van deze kamer.","You are now in a large dining room. Here stands a very long empty
table. Food scraps lie about the floor. A door forms the
only exit from this room."
room:28,room-text,28,Torendak,,"Je staat nu op het glibberige dak van een van de torens van het
kasteel. Je hebt uitzicht op het bos, waarin je nu heel in de
verte een soort waterbron ziet, een eind weg van het dorp.
Naar beneden via het raam kom je weer in de toren.","You are now standing on the slippery roof of one of the towers of the
castle. You have a view over the forest, in which you now, far in the
distance, see a kind of well, some way from the village.
Going down through the window brings you back into the tower."
room:29,room-text,29,Kasteeltoren,,"Je bent nu in een kasteeltoren. Er zit een klein raampje in de
muur waardoor je het bos kunt zien in de verte. Een versleten
houten trap loopt omlaag.","You are now in a castle tower. There is a small window in the
wall through which you can see the forest in the distance. A worn
wooden staircase runs down."
room:30,room-text,30,Wenteltrap (vertikaal),,"Je staat nu op vertikaal stuk van een hoge wenteltrap.
De trap loopt zowel verder omhoog als naar beneden,
terwijl er een smalle opening naar het noorden is. Hoog, buiten
je bereik, lijkt een gat in de wand geslagen te zijn.","You are now standing on a vertical stretch of a high spiral staircase.
The staircase runs both further up and down,
while there is a narrow opening to the north. High up, beyond
your reach, a hole seems to have been struck in the wall."
room:31,room-text,31,Wenteltrap,,"Je staat nu op een lange wenteltrap die
omhoog en naar beneden gaat. Voor je zie je een vreemd
gevormde deur in de wand met in het hout van de
deur 'DIT IS SESAM' gebrand. Een zwaar gebonk is achter de
deur hoorbaar.","You are now standing on a long spiral staircase that
goes up and down. Before you you see a strangely
shaped door in the wall with 'THIS IS SESAME' burned into the
wood of the door. A heavy thumping is audible behind the
door."
room:32,room-text,32,Gewelf,,"Je staat in een klein gewelf onderaan een wenteltrap. Een lage trap
loopt naar beneden, langs een ijzeren hek. Achter
het hek kan je enkele grafkisten zien staan. Het is
echter te donker om de gehele onderliggende kamer te kunnen
zien. Voor je is een poortje, met daarachter een binnenplaats
die als kerkhof gebruikt wordt. Een wenteltrap leidt omhoog.","You are standing in a small vault at the foot of a spiral staircase. A low
staircase runs down, past an iron gate. Behind
the gate you can see several coffins standing. It is,
however, too dark to see the whole room below.
Before you is a small archway, behind which is a courtyard
used as a graveyard. A spiral staircase leads up."
room:33,room-text,33,Spionageruimte,,"Je bent nu in de spionageruimte. De kamer is
rondom uitgehakt, met hier en daar wat losse stenen.
Twee zeer nauwe gangen zijn met deze kamer verbonden. De
ene gang loopt naar het oosten, de andere naar het westen.
Er is een gat in de wand geslagen met een ladder
aan de andere kant er tegenaan. Via deze ladder
kan je omlaag.","You are now in the spy room. The room is
hewn out all around, with here and there some loose stones.
Two very narrow passages connect to this room. One
passage runs to the east, the other to the west.
A hole has been struck in the wall with a ladder
leaning against the other side. By way of this ladder
you can go down."
room:34,room-text,34,Kruiskamer,,"Je bent nu in de kruiskamer. De wanden zijn hier met
bloed besmeurd en er liggen hier restanten van dieren.
In de hoek ligt het geraamte van een onvoorzichtige avonturier.
Een groot vuur verspert de doorgang naar een ernaast liggende
kamer. Er is slechts 1 uitgang, de zware houten
deur.","You are now in the cross room. The walls here are smeared
with blood and there are remains of animals lying about.
In the corner lies the skeleton of a careless adventurer.
A great fire blocks the passage to an adjacent
room. There is only 1 exit, the heavy wooden
door."
room:35,room-text,35,Schatkamer,,"Je bent nu in de schatkamer. De wanden lijken licht
te geven door een vreemde weerkaatsing van de gloed van
het vuur. Hoog bovenin deze ruimte is een gat in de
muur in de vorm van een latijns kruis. Er komt lucht
door naar binnen.","You are now in the treasure chamber. The walls seem to give
light through a strange reflection of the glow of
the fire. High up in this chamber is a hole in the
wall in the shape of a latin cross. Air comes
in through it."
room:36,room-text,36,Binnenplaats/kerkhof,,"Je bent nu op een binnenplaats van het kasteel dat als kerkhof dienst doet.
Er zijn hier vele graven waarvan sommige open zijn. Van anderen is het graf-
deksel weggeschoven. De meeste graven zijn echter intact. De enige uitgang
is een poortje aan de westkant.","You are now in a courtyard of the castle that serves as a graveyard.
There are many graves here, some of which are open. The gravestones of others
have been slid aside. Most graves, however, are intact. The only exit
is a small archway on the west side."
room:37,room-text,37,Graftombe,,"Je bent nu in een graftombe diep onder het kasteel.Een smalle
trap gaat omhoog, halverwege de trap is een ijzeren hek geplaatst.
Een ijzige tocht gaat door merg en been. Er staan enige houten
grafkisten in deze kamer, die allemaal op elkaar lijken.","You are now in a burial tomb deep beneath the castle. A narrow
staircase goes up; halfway up the stairs an iron gate has been placed.
An icy draught goes through marrow and bone. There stand a number of wooden
coffins in this room, all alike."
room:38,room-text,38,Doodskist,,"Je bent nu in een afgesloten houten doodskist. Bloedstrepen
en een muffe geur verraden het feit dat deze kist al eens
gebruikt is...","You are now in a sealed wooden coffin. Bloodstreaks
and a musty smell betray the fact that this coffin has been
used before..."
room:39,room-text,39,Gegraven gat,,"De schep is op iets hards gestoten. Als je verder graaft
blijkt dat je op een muur gestoten bent. De stenen van de muur zijn
koud en vochtig. De uitgegraven gang loopt terug naar het zuiden.","The shovel has struck something hard. As you dig further
it turns out you've struck a wall. The stones of the wall are
cold and damp. The dug-out passage runs back to the south."
room:40,room-text,40,Lange gang (kelder),,"Je bent nu in een lange gang. Voor je naar het zuiden
zie je een deur met opschrift 'SLAAPKAMER 1'. De gang heeft
ooit oost/west gelopen maar door een instorting is de westelijke
doorgang versperd.","You are now in a long corridor. Before you to the south
you see a door inscribed 'BEDROOM 1'. The corridor once
ran east/west but through a collapse the western
passage is blocked."
room:41,room-text,41,Nis (kijkgat),,"Je bent nu in een smalle nis met een klein kijkgat in de wand. Door
het gat komt wat licht, net voldoende om een gang noord en een iets
lagere doorgang naar het westen te zien.","You are now in a narrow niche with a small peephole in the wall. Through
the hole comes a little light, just enough to see a corridor to the north and a
somewhat lower passage to the west."
room:42,room-text,42,Nauwe hoge gang,,"Je staat aan het einde van een nauwe, hoge gang. Deze gang moet precies
achter de verschillende kamers van het kasteel lopen. Boven je is
een gat. Uitgehouwen treden leiden recht omhoog er naartoe.","You are standing at the end of a narrow, high corridor. This corridor must run
exactly behind the various rooms of the castle. Above you is
a hole. Hewn-out steps lead straight up to it."
room:43,room-text,43,Gang (gat in grond),,"Je staat nu vlak voor een gat in de grond. De gang loopt nog verder door
naar het oosten maar wordt steeds smaller.","You are now standing right before a hole in the ground. The corridor runs on
further to the east but grows steadily narrower."
room:44,room-text,44,Gang (onbegaanbaar),,"De gang is verder onbegaanbaar. De gang is verderop nog slechts tien
centimeter breed. Wel is er een luchtstroom die oostwaarts de smalle
sleuf in stroomt.","The corridor is impassable further on. Further along it is only ten
centimetres wide. There is, however, an airflow streaming eastward into the
narrow slit."
